row_index,parameter_profile,case_id,v_alpha_raw,v_beta_raw,vdc_raw,source_sector,oracle_sector,sector_match,sector_exception,source_t1_norm,oracle_t1_norm,t1_error,source_t2_norm,oracle_t2_norm,t2_error,source_duty_u_norm,oracle_duty_u_norm,duty_u_error,source_duty_v_norm,oracle_duty_v_norm,duty_v_error,source_duty_w_norm,oracle_duty_w_norm,duty_w_error
91,MIL_PI_override,common_mode,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
92,MIL_PI_override,angle_0.0000_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
93,MIL_PI_override,angle_0.0000_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
94,MIL_PI_override,angle_0.0000,28590,4423,1572864,3,3,1,0,0.0248304290355982,0.0248302980326116085052490234375,1.310029865914947509765625E-7,0.0048706731292614,0.00487078237347304821014404296875,1.0924421164821014404296875E-7,0.48514944891757,0.485149443149566650390625,5.768003349609375E-9,0.509979877953168,0.509979784488677978515625,9.3464490021484375E-8,0.51485055108243,0.514850556850433349609375,5.768003349609375E-9
95,MIL_PI_override,angle_1.5708_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
96,MIL_PI_override,angle_1.5708_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
97,MIL_PI_override,angle_1.5708,0,90193,1572864,1,1,1,0,0.0496592584644018,0.0496591809205710887908935546875,7.75438307112091064453125E-8,0.0496592584644018,0.0496591809205710887908935546875,7.75438307112091064453125E-8,0.5,0.5,0.0,0.450340741535598,0.450340807437896728515625,6.5902298728515625E-8,0.549659258464402,0.549659192562103271484375,6.5902298728515625E-8
98,MIL_PI_override,angle_3.1416_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
99,MIL_PI_override,angle_3.1416_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
100,MIL_PI_override,angle_3.1416,-85770,61603,1572864,5,5,1,0,0.0678397252125948,0.0678396583534777164459228515625,6.68591170835540771484375E-8,0.0478789707022648,0.0478787752799689769744873046875,1.954222958230255126953125E-7,0.55785934795743,0.557859241962432861328125,1.05994997138671875E-7,0.44214065204257,0.442140758037567138671875,1.05994997138671875E-7,0.509980377255165,0.5099804401397705078125,6.28846055078125E-8
101,MIL_PI_override,angle_4.7124_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
102,MIL_PI_override,angle_4.7124_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
103,MIL_PI_override,angle_4.7124,-57180,-24167,1572864,4,4,1,0,0.0266138529124053,0.026613655500113964080810546875,1.97412291335919189453125E-7,0.0412250917977352,0.0412250380031764507293701171875,5.37945587492706298828125E-8,0.53391947235507,0.53391933441162109375,1.3794344890625E-7,0.492694380557335,0.492694318294525146484375,6.2262809853515625E-8,0.46608052764493,0.46608066558837890625,1.3794344890625E-7
104,MIL_PI_override,angle_6.2832_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
105,MIL_PI_override,angle_6.2832_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
106,MIL_PI_override,angle_6.2832,28590,4423,1572864,3,3,1,0,0.0248304290355982,0.0248302980326116085052490234375,1.310029865914947509765625E-7,0.0048706731292614,0.00487078237347304821014404296875,1.0924421164821014404296875E-7,0.48514944891757,0.485149443149566650390625,5.768003349609375E-9,0.509979877953168,0.509979784488677978515625,9.3464490021484375E-8,0.51485055108243,0.514850556850433349609375,5.768003349609375E-9
107,MIL_PI_override,sector_15_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
108,MIL_PI_override,sector_15_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
109,MIL_PI_override,sector_15,138079,36998,1572864,3,3,1,0,0.111312045516878,0.111311742104589939117431640625,3.03412288060882568359375E-7,0.0407439748280481,0.04074365994893014430999755859375,3.1487911795569000244140625E-7,0.423971989827537,0.423972308635711669921875,3.18808174669921875E-7,0.535284035344415,0.5352840423583984375,7.0139834375E-9,0.576028010172463,0.576027691364288330078125,3.18808174669921875E-7
110,MIL_PI_override,sector_75_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
111,MIL_PI_override,sector_75_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
112,MIL_PI_override,sector_75,36998,138079,1572864,1,1,1,0,0.0407405875186148,0.04074059426784515380859375,6.74923035380859375E-9,0.111309217784849,0.11130867898464202880859375,5.3880020697119140625E-7,0.464715684866883,0.4647159576416015625,2.727747185625E-7,0.423975097348268,0.42397534847259521484375,2.5112432721484375E-7,0.576024902651732,0.57602465152740478515625,2.5112432721484375E-7
113,MIL_PI_override,sector_135_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
114,MIL_PI_override,sector_135_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
115,MIL_PI_override,sector_135,-101081,101081,1572864,5,5,1,0,0.111314609332535,0.1113143921829760074615478515625,2.171495589925384521484375E-7,0.0407444502724017,0.040744370780885219573974609375,7.9491516480426025390625E-8,0.576029529802468,0.576029360294342041015625,1.69508125958984375E-7,0.423970470197532,0.423970639705657958984375,1.69508125958984375E-7,0.535285079530067,0.53528499603271484375,8.349735215625E-8
116,MIL_PI_override,sector_195_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
117,MIL_PI_override,sector_195_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
118,MIL_PI_override,sector_195,-138079,-36998,1572864,4,4,1,0,0.040743974828048,0.04074365994893014430999755859375,3.1487911785569000244140625E-7,0.111312045516878,0.111311742104589939117431640625,3.03412288060882568359375E-7,0.576028010172463,0.576027691364288330078125,3.18808174669921875E-7,0.464715964655585,0.4647159576416015625,7.0139834375E-9,0.423971989827537,0.423972308635711669921875,3.18808174669921875E-7
119,MIL_PI_override,sector_255_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
120,MIL_PI_override,sector_255_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
121,MIL_PI_override,sector_255,-36998,-138079,1572864,6,6,1,0,0.111309217784849,0.11130867898464202880859375,5.3880020697119140625E-7,0.0407405875186148,0.04074059426784515380859375,6.74923035380859375E-9,0.535284315133117,0.5352840423583984375,2.727747185625E-7,0.576024902651732,0.57602465152740478515625,2.5112432721484375E-7,0.423975097348268,0.42397534847259521484375,2.5112432721484375E-7
122,MIL_PI_override,sector_315_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
123,MIL_PI_override,sector_315_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
124,MIL_PI_override,sector_315,101081,-101081,1572864,2,2,1,0,0.0407444502724017,0.040744370780885219573974609375,7.9491516480426025390625E-8,0.111314609332535,0.1113143921829760074615478515625,2.171495589925384521484375E-7,0.423970470197532,0.423970639705657958984375,1.69508125958984375E-7,0.576029529802468,0.576029360294342041015625,1.69508125958984375E-7,0.464714920469934,0.46471500396728515625,8.349735115625E-8
125,MIL_PI_override,edge_1_0_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
126,MIL_PI_override,edge_1_0_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
127,MIL_PI_override,edge_1_0,142950,0,1572864,2,2,1,0,0.136328125,0.1363277435302734375,3.814697265625E-7,-0E+4,0,0,0.4318359375,0.43183612823486328125,1.9073486328125E-7,0.5681640625,0.56816387176513671875,1.9073486328125E-7,0.5681640625,0.56816387176513671875,1.9073486328125E-7
128,MIL_PI_override,edge_1_1.732_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
129,MIL_PI_override,edge_1_1.732_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
130,MIL_PI_override,edge_1_1.732,142950,247590,1572864,3,1,0,1,0.00000799791666666883,-0.000007667578756809234619140625,0.000015665495423478064619140625,0.272655995520833,0.272647819481790065765380859375,0.000008176039042934234619140625,0.36366800328125,0.3636722564697265625,0.0000042531884765625,0.363676001197917,0.363679945468902587890625,0.000003944270985587890625,0.63633199671875,0.636320054531097412109375,0.000011942187652587890625
131,MIL_PI_override,edge_-1_1.732_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
132,MIL_PI_override,edge_-1_1.732_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
133,MIL_PI_override,edge_-1_1.732,-142950,247590,1572864,1,1,1,0,0.272648252083333,0.272647819481790065765380859375,4.32601542934234619140625E-7,-0.00000799791666666883,-0.000007667578756809234619140625,3.30337909859595380859375E-7,0.636328125,0.6363277435302734375,3.814697265625E-7,0.363679872916667,0.363679945468902587890625,7.2552235587890625E-8,0.636320127083333,0.636320054531097412109375,7.2552235587890625E-8
134,MIL_PI_override,edge_-1_0_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
135,MIL_PI_override,edge_-1_0_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
136,MIL_PI_override,edge_-1_0,-142950,0,1572864,4,4,1,0,-0E+4,0,0,0.136328125,0.1363277435302734375,3.814697265625E-7,0.5681640625,0.56816387176513671875,1.9073486328125E-7,0.4318359375,0.43183612823486328125,1.9073486328125E-7,0.4318359375,0.43183612823486328125,1.9073486328125E-7
137,MIL_PI_override,edge_-1_-1.732_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
138,MIL_PI_override,edge_-1_-1.732_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
139,MIL_PI_override,edge_-1_-1.732,-142950,-247590,1572864,6,6,1,0,0.272648252083333,0.272647819481790065765380859375,4.32601542934234619140625E-7,-0.00000799791666666883,-0.000007667578756809234619140625,3.30337909859595380859375E-7,0.636328125,0.6363277435302734375,3.814697265625E-7,0.636320127083333,0.636320054531097412109375,7.2552235587890625E-8,0.363679872916667,0.363679945468902587890625,7.2552235587890625E-8
140,MIL_PI_override,edge_1_-1.732_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
141,MIL_PI_override,edge_1_-1.732_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
142,MIL_PI_override,edge_1_-1.732,142950,-247590,1572864,2,6,0,1,0.00000799791666666883,-0.000007667578756809234619140625,0.000015665495423478064619140625,0.272655995520833,0.272647819481790065765380859375,0.000008176039042934234619140625,0.36366800328125,0.3636722564697265625,0.0000042531884765625,0.63633199671875,0.636320054531097412109375,0.000011942187652587890625,0.363676001197917,0.363679945468902587890625,0.000003944270985587890625
143,MIL_PI_override,feedforward_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
144,MIL_PI_override,feedforward_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
145,MIL_PI_override,feedforward,-113743,518283,1572864,1,1,1,0,0.393834239560068,0.39383416366763412952423095703125,7.589243387047576904296875E-8,0.176886200339637,0.17688660812564194202423095703125,4.0778600494202423095703125E-7,0.608474019610215,0.60847377777099609375,2.4183921890625E-7,0.214639780050148,0.214639604091644287109375,1.75958503712890625E-7,0.785360219949852,0.785360395908355712890625,1.75958503712890625E-7
146,MIL_PI_override,sat_start_reset1,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
147,MIL_PI_override,sat_start_reset2,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
148,MIL_PI_override,sat_start,756527,-309209,1572864,2,2,1,0,0.551233361777483,0.5512336133979260921478271484375,2.516204430921478271484375E-7,0.34051328034248,0.34051317139528691768646240234375,1.0894719308231353759765625E-7,0.0541266789400181,0.05412662029266357421875,5.864735452578125E-8,0.945873321059982,0.94587337970733642578125,5.864735442578125E-8,0.605360040717501,0.605360209941864013671875,1.69224363013671875E-7
149,MIL_PI_override,sat_hold_1,756527,-309209,1572864,2,2,1,0,0.55123336219654,0.5512336133979260921478271484375,2.512013860921478271484375E-7,0.340513280601344,0.34051317139528691768646240234375,1.0920605708231353759765625E-7,0.0541266786010576,0.05412662029266357421875,5.830839402578125E-8,0.945873321398942,0.94587337970733642578125,5.830839442578125E-8,0.605360040797598,0.605360209941864013671875,1.69144266013671875E-7
150,MIL_PI_override,sat_hold_2,756527,-309209,1572864,2,2,1,0,0.55123336210574,0.5512336133979260921478271484375,2.512921860921478271484375E-7,0.340513280545254,0.34051317139528691768646240234375,1.0914996708231353759765625E-7,0.0541266786745028,0.05412662029266357421875,5.838183922578125E-8,0.945873321325497,0.94587337970733642578125,5.838183942578125E-8,0.605360040780243,0.605360209941864013671875,1.69161621013671875E-7
151,MIL_PI_override,sat_hold_3,756527,-309209,1572864,2,2,1,0,0.551233361924263,0.5512336133979260921478271484375,2.514736630921478271484375E-7,0.340513280433151,0.34051317139528691768646240234375,1.0903786408231353759765625E-7,0.0541266788212933,0.05412662029266357421875,5.852862972578125E-8,0.945873321178707,0.94587337970733642578125,5.852862942578125E-8,0.605360040745556,0.605360209941864013671875,1.69196308013671875E-7
152,MIL_PI_override,sat_hold_4,756527,-309209,1572864,2,2,1,0,0.551233361744138,0.5512336133979260921478271484375,2.516537880921478271484375E-7,0.340513280321882,0.34051317139528691768646240234375,1.0892659508231353759765625E-7,0.0541266789669902,0.05412662029266357421875,5.867432662578125E-8,0.94587332103301,0.94587337970733642578125,5.867432642578125E-8,0.605360040711128,0.605360209941864013671875,1.69230736013671875E-7
153,MIL_PI_override,recovery_1,-217161,144774,1572864,5,5,1,0,0.159430811192988,0.15943085053004324436187744140625,3.933705524436187744140625E-8,0.127390013677672,0.1273900452069938182830810546875,3.15293218182830810546875E-8,0.64341041243533,0.6434104442596435546875,3.18243135546875E-8,0.35658958756467,0.3565895557403564453125,3.18243135546875E-8,0.516020398757658,0.51602041721343994140625,1.845578194140625E-8
154,MIL_PI_override,recovery_2,-680021,453348,1572864,5,5,1,0,0.499244340746364,0.49924473487772047519683837890625,3.9413135647519683837890625E-7,0.398911245074169,0.39891060627996921539306640625,6.3879419978460693359375E-7,0.949077792910266,0.949077665805816650390625,1.27104449349609375E-7,0.0509222070897338,0.050922334194183349609375,1.27104449549609375E-7,0.550166547836098,0.550167083740234375,5.35904136375E-7
155,MIL_PI_override,recovery_3,-680021,453348,1572864,5,5,1,0,0.499244340746364,0.49924473487772047519683837890625,3.9413135647519683837890625E-7,0.398911245074169,0.39891060627996921539306640625,6.3879419978460693359375E-7,0.949077792910266,0.949077665805816650390625,1.27104449349609375E-7,0.0509222070897338,0.050922334194183349609375,1.27104449549609375E-7,0.550166547836098,0.550167083740234375,5.35904136375E-7
156,MIL_PI_override,recovery_4,-680021,453348,1572864,5,5,1,0,0.499244339913538,0.49924473487772047519683837890625,3.9496418247519683837890625E-7,0.398911244408716,0.39891060627996921539306640625,6.3812874678460693359375E-7,0.949077792161127,0.949077665805816650390625,1.26355310349609375E-7,0.0509222078388733,0.050922334194183349609375,1.26355310049609375E-7,0.550166547752411,0.550167083740234375,5.35987823375E-7
157,MIL_PI_override,q_zero,-701818,0,1572864,4,4,1,0,-0E+4,0,0,0.669305975119669,0.6693058013916015625,1.737280674375E-7,0.834652987559834,0.83465290069580078125,8.686403321875E-8,0.165347012440166,0.16534709930419921875,8.686403321875E-8,0.165347012440166,0.16534709930419921875,8.686403321875E-8
158,MIL_PI_override,reset_after_sat,0,0,1572864,2,2,1,0,0E+4,0,0,-0E+4,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
159,MIL_PI_override,release,28590,-28590,1572864,2,2,1,0,0.0115242708333333,0.011524238623678684234619140625,3.2209654615765380859375E-8,0.0314845260416667,0.03148443787358701229095458984375,8.816807968770904541015625E-8,0.4784956015625,0.478495657444000244140625,5.5881500244140625E-8,0.5215043984375,0.521504342555999755859375,5.5881500244140625E-8,0.490019872395833,0.49001991748809814453125,4.509226514453125E-8
