# theta_u16 sin_raw cos_raw
5331 32040 57170
5332 32062 57158
5333 32062 57158
5334 32062 57158
5335 32062 57158
5336 32084 57145
5337 32084 57145
5338 32084 57145
5339 32084 57145
5340 32106 57133
5341 32106 57133
5342 32106 57133
5343 32106 57133
5344 32127 57121
5345 32127 57121
5346 32127 57121
5347 32127 57121
5348 32149 57109
5349 32149 57109
5350 32149 57109
5351 32149 57109
5352 32171 57096
5353 32171 57096
5354 32171 57096
5355 32171 57096
5356 32193 57084
5357 32193 57084
5358 32193 57084
5359 32193 57084
5360 32215 57072
5361 32215 57072
5362 32215 57072
5363 32215 57072
5364 32237 57059
5365 32237 57059
5366 32237 57059
5367 32237 57059
5368 32259 57047
5369 32259 57047
5370 32259 57047
5371 32259 57047
5372 32281 57034
5373 32281 57034
5374 32281 57034
5375 32281 57034
5376 32303 57022
5377 32303 57022
5378 32303 57022
5379 32303 57022
5380 32324 57010
5381 32324 57010
5382 32324 57010
5383 32324 57010
5384 32346 56997
5385 32346 56997
5386 32346 56997
5387 32346 56997
5388 32368 56985
5389 32368 56985
5390 32368 56985
5391 32368 56985
5392 32390 56972
5393 32390 56972
5394 32390 56972
5395 32390 56972
5396 32412 56960
5397 32412 56960
5398 32412 56960
5399 32412 56960
5400 32434 56948
5401 32434 56948
5402 32434 56948
5403 32434 56948
5404 32456 56935
5405 32456 56935
5406 32456 56935
5407 32456 56935
5408 32477 56923
5409 32477 56923
5410 32477 56923
5411 32477 56923
5412 32499 56910
5413 32499 56910
5414 32499 56910
5415 32499 56910
5416 32521 56898
5417 32521 56898
5418 32521 56898
5419 32521 56898
5420 32543 56885
5421 32543 56885
5422 32543 56885
5423 32543 56885
5424 32565 56873
5425 32565 56873
5426 32565 56873
5427 32565 56873
5428 32586 56860
5429 32586 56860
5430 32586 56860
5431 32586 56860
5432 32608 56848
5433 32608 56848
5434 32608 56848
5435 32608 56848
5436 32630 56835
5437 32630 56835
5438 32630 56835
5439 32630 56835
5440 32652 56823
5441 32652 56823
5442 32652 56823
5443 32652 56823
5444 32674 56810
5445 32674 56810
5446 32674 56810
5447 32674 56810
5448 32695 56798
5449 32695 56798
5450 32695 56798
5451 32695 56798
5452 32717 56785
5453 32717 56785
5454 32717 56785
5455 32717 56785
5456 32739 56773
5457 32739 56773
5458 32739 56773
5459 32739 56773
5460 32761 56760
5461 32761 56760
5462 32761 56760
5463 32761 56760
5464 32783 56747
5465 32783 56747
5466 32783 56747
5467 32783 56747
5468 32804 56735
5469 32804 56735
5470 32804 56735
5471 32804 56735
5472 32826 56722
5473 32826 56722
5474 32826 56722
5475 32826 56722
5476 32848 56710
5477 32848 56710
5478 32848 56710
5479 32848 56710
5480 32870 56697
5481 32870 56697
5482 32870 56697
5483 32870 56697
5484 32891 56684
5485 32891 56684
5486 32891 56684
5487 32891 56684
5488 32913 56672
5489 32913 56672
5490 32913 56672
5491 32913 56672
5492 32935 56659
5493 32935 56659
5494 32935 56659
5495 32935 56659
5496 32956 56647
5497 32956 56647
5498 32956 56647
5499 32956 56647
5500 32978 56634
5501 32978 56634
5502 32978 56634
5503 32978 56634
5504 33000 56621
5505 33000 56621
5506 33000 56621
5507 33000 56621
5508 33022 56609
5509 33022 56609
5510 33022 56609
5511 33022 56609
5512 33043 56596
5513 33043 56596
5514 33043 56596
5515 33043 56596
5516 33065 56583
5517 33065 56583
5518 33065 56583
5519 33065 56583
5520 33087 56571
5521 33087 56571
5522 33087 56571
5523 33087 56571
5524 33108 56558
5525 33108 56558
5526 33108 56558
5527 33108 56558
5528 33130 56545
5529 33130 56545
5530 33130 56545
5531 33130 56545
5532 33152 56533
5533 33152 56533
5534 33152 56533
5535 33152 56533
5536 33173 56520
5537 33173 56520
5538 33173 56520
5539 33173 56520
5540 33195 56507
5541 33195 56507
5542 33195 56507
5543 33195 56507
5544 33217 56494
5545 33217 56494
5546 33217 56494
5547 33217 56494
5548 33238 56482
5549 33238 56482
5550 33238 56482
5551 33238 56482
5552 33260 56469
5553 33260 56469
5554 33260 56469
5555 33260 56469
5556 33282 56456
5557 33282 56456
5558 33282 56456
5559 33282 56456
5560 33303 56443
5561 33303 56443
5562 33303 56443
5563 33303 56443
5564 33325 56431
5565 33325 56431
5566 33325 56431
5567 33325 56431
5568 33347 56418
5569 33347 56418
5570 33347 56418
5571 33347 56418
5572 33368 56405
5573 33368 56405
5574 33368 56405
5575 33368 56405
5576 33390 56392
5577 33390 56392
5578 33390 56392
5579 33390 56392
5580 33412 56379
5581 33412 56379
5582 33412 56379
5583 33412 56379
5584 33433 56367
5585 33433 56367
5586 33433 56367
5587 33433 56367
5588 33455 56354
5589 33455 56354
5590 33455 56354
5591 33455 56354
5592 33476 56341
5593 33476 56341
5594 33476 56341
5595 33476 56341
5596 33498 56328
5597 33498 56328
5598 33498 56328
5599 33498 56328
5600 33520 56315
5601 33520 56315
5602 33520 56315
5603 33520 56315
5604 33541 56302
5605 33541 56302
5606 33541 56302
5607 33541 56302
5608 33563 56289
5609 33563 56289
5610 33563 56289
5611 33563 56289
5612 33584 56277
5613 33584 56277
5614 33584 56277
5615 33584 56277
5616 33606 56264
5617 33606 56264
5618 33606 56264
5619 33606 56264
5620 33628 56251
5621 33628 56251
5622 33628 56251
5623 33628 56251
5624 33649 56238
5625 33649 56238
5626 33649 56238
5627 33649 56238
5628 33671 56225
5629 33671 56225
5630 33671 56225
5631 33671 56225
5632 33692 56212
5633 33692 56212
5634 33692 56212
5635 33692 56212
5636 33714 56199
5637 33714 56199
5638 33714 56199
5639 33714 56199
5640 33735 56186
5641 33735 56186
5642 33735 56186
5643 33735 56186
5644 33757 56173
5645 33757 56173
5646 33757 56173
5647 33757 56173
5648 33778 56160
5649 33778 56160
5650 33778 56160
5651 33778 56160
5652 33800 56147
5653 33800 56147
5654 33800 56147
5655 33800 56147
5656 33821 56134
5657 33821 56134
5658 33821 56134
5659 33821 56134
5660 33843 56121
5661 33843 56121
5662 33843 56121
5663 33843 56121
5664 33865 56108
5665 33865 56108
5666 33865 56108
5667 33865 56108
5668 33886 56095
5669 33886 56095
5670 33886 56095
5671 33886 56095
5672 33908 56082
5673 33908 56082
5674 33908 56082
5675 33908 56082
5676 33929 56069
5677 33929 56069
5678 33929 56069
5679 33929 56069
5680 33951 56056
5681 33951 56056
5682 33951 56056
5683 33951 56056
5684 33972 56043
5685 33972 56043
5686 33972 56043
5687 33972 56043
5688 33994 56030
5689 33994 56030
5690 33994 56030
5691 33994 56030
5692 34015 56017
5693 34015 56017
5694 34015 56017
5695 34015 56017
5696 34037 56004
5697 34037 56004
5698 34037 56004
5699 34037 56004
5700 34058 55991
5701 34058 55991
5702 34058 55991
5703 34058 55991
5704 34079 55978
5705 34079 55978
5706 34079 55978
5707 34079 55978
5708 34101 55965
5709 34101 55965
5710 34101 55965
5711 34101 55965
5712 34122 55952
5713 34122 55952
5714 34122 55952
5715 34122 55952
5716 34144 55939
5717 34144 55939
5718 34144 55939
5719 34144 55939
5720 34165 55926
5721 34165 55926
5722 34165 55926
5723 34165 55926
5724 34187 55913
5725 34187 55913
5726 34187 55913
5727 34187 55913
5728 34208 55900
5729 34208 55900
5730 34208 55900
5731 34208 55900
5732 34230 55887
5733 34230 55887
5734 34230 55887
5735 34230 55887
5736 34251 55873
5737 34251 55873
5738 34251 55873
5739 34251 55873
5740 34272 55860
5741 34272 55860
5742 34272 55860
5743 34272 55860
5744 34294 55847
5745 34294 55847
5746 34294 55847
5747 34294 55847
5748 34315 55834
5749 34315 55834
5750 34315 55834
5751 34315 55834
5752 34337 55821
5753 34337 55821
5754 34337 55821
5755 34337 55821
5756 34358 55808
5757 34358 55808
5758 34358 55808
5759 34358 55808
5760 34380 55794
5761 34380 55794
5762 34380 55794
5763 34380 55794
5764 34401 55781
5765 34401 55781
5766 34401 55781
5767 34401 55781
5768 34422 55768
5769 34422 55768
5770 34422 55768
5771 34422 55768
5772 34444 55755
5773 34444 55755
5774 34444 55755
5775 34444 55755
5776 34465 55742
5777 34465 55742
5778 34465 55742
5779 34465 55742
5780 34486 55728
5781 34486 55728
5782 34486 55728
5783 34486 55728
5784 34508 55715
5785 34508 55715
5786 34508 55715
5787 34508 55715
5788 34529 55702
5789 34529 55702
5790 34529 55702
5791 34529 55702
5792 34551 55689
5793 34551 55689
5794 34551 55689
5795 34551 55689
5796 34572 55675
5797 34572 55675
5798 34572 55675
5799 34572 55675
5800 34593 55662
5801 34593 55662
5802 34593 55662
5803 34593 55662
5804 34615 55649
5805 34615 55649
5806 34615 55649
5807 34615 55649
5808 34636 55636
5809 34636 55636
5810 34636 55636
5811 34636 55636
5812 34657 55622
5813 34657 55622
5814 34657 55622
5815 34657 55622
5816 34679 55609
5817 34679 55609
5818 34679 55609
5819 34679 55609
5820 34700 55596
5821 34700 55596
5822 34700 55596
5823 34700 55596
5824 34721 55582
5825 34721 55582
5826 34721 55582
5827 34721 55582
5828 34743 55569
5829 34743 55569
5830 34743 55569
5831 34743 55569
5832 34764 55556
5833 34764 55556
5834 34764 55556
5835 34764 55556
5836 34785 55542
5837 34785 55542
5838 34785 55542
5839 34785 55542
5840 34806 55529
5841 34806 55529
5842 34806 55529
5843 34806 55529
5844 34828 55516
5845 34828 55516
5846 34828 55516
5847 34828 55516
5848 34849 55502
5849 34849 55502
5850 34849 55502
5851 34849 55502
5852 34870 55489
5853 34870 55489
5854 34870 55489
5855 34870 55489
5856 34892 55476
5857 34892 55476
5858 34892 55476
5859 34892 55476
5860 34913 55462
5861 34913 55462
5862 34913 55462
5863 34913 55462
5864 34934 55449
5865 34934 55449
5866 34934 55449
5867 34934 55449
5868 34955 55435
5869 34955 55435
5870 34955 55435
5871 34955 55435
5872 34977 55422
5873 34977 55422
5874 34977 55422
5875 34977 55422
5876 34998 55409
5877 34998 55409
5878 34998 55409
5879 34998 55409
5880 35019 55395
5881 35019 55395
5882 35019 55395
5883 35019 55395
5884 35040 55382
5885 35040 55382
5886 35040 55382
5887 35040 55382
5888 35062 55368
5889 35062 55368
5890 35062 55368
5891 35062 55368
5892 35083 55355
5893 35083 55355
5894 35083 55355
5895 35083 55355
5896 35104 55341
5897 35104 55341
5898 35104 55341
5899 35104 55341
5900 35125 55328
5901 35125 55328
5902 35125 55328
5903 35125 55328
5904 35146 55314
5905 35146 55314
5906 35146 55314
5907 35146 55314
5908 35168 55301
5909 35168 55301
5910 35168 55301
5911 35168 55301
5912 35189 55288
5913 35189 55288
5914 35189 55288
5915 35189 55288
5916 35210 55274
5917 35210 55274
5918 35210 55274
5919 35210 55274
5920 35231 55260
5921 35231 55260
5922 35231 55260
5923 35231 55260
5924 35252 55247
5925 35252 55247
5926 35252 55247
5927 35252 55247
5928 35274 55233
5929 35274 55233
5930 35274 55233
5931 35274 55233
5932 35295 55220
5933 35295 55220
5934 35295 55220
5935 35295 55220
5936 35316 55206
5937 35316 55206
5938 35316 55206
5939 35316 55206
5940 35337 55193
5941 35337 55193
5942 35337 55193
5943 35337 55193
5944 35358 55179
5945 35358 55179
5946 35358 55179
5947 35358 55179
5948 35380 55166
5949 35380 55166
5950 35380 55166
5951 35380 55166
5952 35401 55152
5953 35401 55152
5954 35401 55152
5955 35401 55152
5956 35422 55139
5957 35422 55139
5958 35422 55139
5959 35422 55139
5960 35443 55125
5961 35443 55125
5962 35443 55125
5963 35443 55125
5964 35464 55111
5965 35464 55111
5966 35464 55111
5967 35464 55111
5968 35485 55098
5969 35485 55098
5970 35485 55098
5971 35485 55098
5972 35506 55084
5973 35506 55084
5974 35506 55084
5975 35506 55084
5976 35527 55071
5977 35527 55071
5978 35527 55071
5979 35527 55071
5980 35549 55057
5981 35549 55057
5982 35549 55057
5983 35549 55057
5984 35570 55043
5985 35570 55043
5986 35570 55043
5987 35570 55043
5988 35591 55030
5989 35591 55030
5990 35591 55030
5991 35591 55030
5992 35612 55016
5993 35612 55016
5994 35612 55016
5995 35612 55016
5996 35633 55002
5997 35633 55002
5998 35633 55002
5999 35633 55002
6000 35654 54989
6001 35654 54989
6002 35654 54989
6003 35654 54989
6004 35675 54975
6005 35675 54975
6006 35675 54975
6007 35675 54975
6008 35696 54961
6009 35696 54961
6010 35696 54961
6011 35696 54961
6012 35717 54948
6013 35717 54948
6014 35717 54948
6015 35717 54948
6016 35738 54934
6017 35738 54934
6018 35738 54934
6019 35738 54934
6020 35759 54920
6021 35759 54920
6022 35759 54920
6023 35759 54920
6024 35781 54906
6025 35781 54906
6026 35781 54906
6027 35781 54906
6028 35802 54893
6029 35802 54893
6030 35802 54893
6031 35802 54893
6032 35823 54879
6033 35823 54879
6034 35823 54879
6035 35823 54879
6036 35844 54865
6037 35844 54865
6038 35844 54865
6039 35844 54865
6040 35865 54852
6041 35865 54852
6042 35865 54852
6043 35865 54852
6044 35886 54838
6045 35886 54838
6046 35886 54838
6047 35886 54838
6048 35907 54824
6049 35907 54824
6050 35907 54824
6051 35907 54824
6052 35928 54810
6053 35928 54810
6054 35928 54810
6055 35928 54810
6056 35949 54796
6057 35949 54796
6058 35949 54796
6059 35949 54796
6060 35970 54783
6061 35970 54783
6062 35970 54783
6063 35970 54783
6064 35991 54769
6065 35991 54769
6066 35991 54769
6067 35991 54769
6068 36012 54755
6069 36012 54755
6070 36012 54755
6071 36012 54755
6072 36033 54741
6073 36033 54741
6074 36033 54741
6075 36033 54741
6076 36054 54727
6077 36054 54727
6078 36054 54727
6079 36054 54727
6080 36075 54714
6081 36075 54714
6082 36075 54714
6083 36075 54714
6084 36096 54700
6085 36096 54700
6086 36096 54700
6087 36096 54700
6088 36117 54686
6089 36117 54686
6090 36117 54686
6091 36117 54686
6092 36138 54672
6093 36138 54672
6094 36138 54672
6095 36138 54672
6096 36159 54658
6097 36159 54658
6098 36159 54658
6099 36159 54658
6100 36180 54644
6101 36180 54644
6102 36180 54644
6103 36180 54644
6104 36201 54630
6105 36201 54630
6106 36201 54630
6107 36201 54630
6108 36222 54617
6109 36222 54617
6110 36222 54617
6111 36222 54617
6112 36243 54603
6113 36243 54603
6114 36243 54603
6115 36243 54603
6116 36263 54589
6117 36263 54589
6118 36263 54589
6119 36263 54589
6120 36284 54575
6121 36284 54575
6122 36284 54575
6123 36284 54575
6124 36305 54561
6125 36305 54561
6126 36305 54561
6127 36305 54561
6128 36326 54547
6129 36326 54547
6130 36326 54547
6131 36326 54547
6132 36347 54533
6133 36347 54533
6134 36347 54533
6135 36347 54533
6136 36368 54519
6137 36368 54519
6138 36368 54519
6139 36368 54519
6140 36389 54505
6141 36389 54505
6142 36389 54505
6143 36389 54505
6144 36410 54491
6145 36410 54491
6146 36410 54491
6147 36410 54491
6148 36431 54477
6149 36431 54477
6150 36431 54477
6151 36431 54477
6152 36452 54463
6153 36452 54463
6154 36452 54463
6155 36452 54463
6156 36473 54449
6157 36473 54449
6158 36473 54449
6159 36473 54449
6160 36493 54435
6161 36493 54435
6162 36493 54435
6163 36493 54435
6164 36514 54421
6165 36514 54421
6166 36514 54421
6167 36514 54421
6168 36535 54407
6169 36535 54407
6170 36535 54407
6171 36535 54407
6172 36556 54393
6173 36556 54393
6174 36556 54393
6175 36556 54393
6176 36577 54379
6177 36577 54379
6178 36577 54379
6179 36577 54379
6180 36598 54365
6181 36598 54365
6182 36598 54365
6183 36598 54365
6184 36619 54351
6185 36619 54351
6186 36619 54351
6187 36619 54351
6188 36639 54337
6189 36639 54337
6190 36639 54337
6191 36639 54337
6192 36660 54323
6193 36660 54323
6194 36660 54323
6195 36660 54323
6196 36681 54309
6197 36681 54309
6198 36681 54309
6199 36681 54309
6200 36702 54295
6201 36702 54295
6202 36702 54295
6203 36702 54295
6204 36723 54281
6205 36723 54281
6206 36723 54281
6207 36723 54281
6208 36744 54267
6209 36744 54267
6210 36744 54267
6211 36744 54267
6212 36764 54253
6213 36764 54253
6214 36764 54253
6215 36764 54253
6216 36785 54239
6217 36785 54239
6218 36785 54239
6219 36785 54239
6220 36806 54224
6221 36806 54224
6222 36806 54224
6223 36806 54224
6224 36827 54210
6225 36827 54210
6226 36827 54210
6227 36827 54210
6228 36848 54196
6229 36848 54196
6230 36848 54196
6231 36848 54196
6232 36868 54182
6233 36868 54182
6234 36868 54182
6235 36868 54182
6236 36889 54168
6237 36889 54168
6238 36889 54168
6239 36889 54168
6240 36910 54154
6241 36910 54154
6242 36910 54154
6243 36910 54154
6244 36931 54140
6245 36931 54140
6246 36931 54140
6247 36931 54140
6248 36951 54125
6249 36951 54125
6250 36951 54125
6251 36951 54125
6252 36972 54111
6253 36972 54111
6254 36972 54111
6255 36972 54111
6256 36993 54097
6257 36993 54097
6258 36993 54097
6259 36993 54097
6260 37014 54083
6261 37014 54083
6262 37014 54083
6263 37014 54083
6264 37034 54069
6265 37034 54069
6266 37034 54069
6267 37034 54069
6268 37055 54054
6269 37055 54054
6270 37055 54054
6271 37055 54054
6272 37076 54040
6273 37076 54040
6274 37076 54040
6275 37076 54040
6276 37097 54026
6277 37097 54026
6278 37097 54026
6279 37097 54026
6280 37117 54012
6281 37117 54012
6282 37117 54012
6283 37117 54012
6284 37138 53998
6285 37138 53998
6286 37138 53998
6287 37138 53998
6288 37159 53983
6289 37159 53983
6290 37159 53983
6291 37159 53983
6292 37179 53969
6293 37179 53969
6294 37179 53969
6295 37179 53969
6296 37200 53955
6297 37200 53955
6298 37200 53955
6299 37200 53955
6300 37221 53941
6301 37221 53941
6302 37221 53941
6303 37221 53941
6304 37241 53926
6305 37241 53926
6306 37241 53926
6307 37241 53926
6308 37262 53912
6309 37262 53912
6310 37262 53912
6311 37262 53912
6312 37283 53898
6313 37283 53898
6314 37283 53898
6315 37283 53898
6316 37303 53883
6317 37303 53883
6318 37303 53883
6319 37303 53883
6320 37324 53869
6321 37324 53869
6322 37324 53869
6323 37324 53869
6324 37345 53855
6325 37345 53855
6326 37345 53855
6327 37345 53855
6328 37365 53840
6329 37365 53840
6330 37365 53840
6331 37365 53840
6332 37386 53826
6333 37386 53826
6334 37386 53826
6335 37386 53826
6336 37407 53812
6337 37407 53812
6338 37407 53812
6339 37407 53812
6340 37427 53797
6341 37427 53797
6342 37427 53797
6343 37427 53797
6344 37448 53783
6345 37448 53783
6346 37448 53783
6347 37448 53783
6348 37469 53769
6349 37469 53769
6350 37469 53769
6351 37469 53769
6352 37489 53754
6353 37489 53754
6354 37489 53754
6355 37489 53754
6356 37510 53740
6357 37510 53740
6358 37510 53740
6359 37510 53740
6360 37530 53726
6361 37530 53726
6362 37530 53726
6363 37530 53726
6364 37551 53711
6365 37551 53711
6366 37551 53711
6367 37551 53711
6368 37572 53697
6369 37572 53697
6370 37572 53697
6371 37572 53697
6372 37592 53682
6373 37592 53682
6374 37592 53682
6375 37592 53682
6376 37613 53668
6377 37613 53668
6378 37613 53668
6379 37613 53668
6380 37633 53653
6381 37633 53653
6382 37633 53653
6383 37633 53653
6384 37654 53639
6385 37654 53639
6386 37654 53639
6387 37654 53639
6388 37674 53625
6389 37674 53625
6390 37674 53625
6391 37674 53625
6392 37695 53610
6393 37695 53610
6394 37695 53610
6395 37695 53610
6396 37716 53596
6397 37716 53596
6398 37716 53596
6399 37716 53596
6400 37736 53581
6401 37736 53581
6402 37736 53581
6403 37736 53581
6404 37757 53567
6405 37757 53567
6406 37757 53567
6407 37757 53567
6408 37777 53552
6409 37777 53552
6410 37777 53552
6411 37777 53552
6412 37798 53538
6413 37798 53538
6414 37798 53538
6415 37798 53538
6416 37818 53523
6417 37818 53523
6418 37818 53523
6419 37818 53523
6420 37839 53509
6421 37839 53509
6422 37839 53509
6423 37839 53509
6424 37859 53494
6425 37859 53494
6426 37859 53494
6427 37859 53494
6428 37880 53480
6429 37880 53480
6430 37880 53480
6431 37880 53480
6432 37900 53465
6433 37900 53465
6434 37900 53465
6435 37900 53465
6436 37921 53451
6437 37921 53451
6438 37921 53451
6439 37921 53451
6440 37941 53436
6441 37941 53436
6442 37941 53436
6443 37941 53436
6444 37962 53422
6445 37962 53422
6446 37962 53422
6447 37962 53422
6448 37982 53407
6449 37982 53407
6450 37982 53407
6451 37982 53407
6452 38003 53392
6453 38003 53392
6454 38003 53392
6455 38003 53392
6456 38023 53378
6457 38023 53378
6458 38023 53378
6459 38023 53378
6460 38044 53363
6461 38044 53363
6462 38044 53363
6463 38044 53363
6464 38064 53349
6465 38064 53349
6466 38064 53349
6467 38064 53349
6468 38085 53334
6469 38085 53334
6470 38085 53334
6471 38085 53334
6472 38105 53319
6473 38105 53319
6474 38105 53319
6475 38105 53319
6476 38126 53305
6477 38126 53305
6478 38126 53305
6479 38126 53305
6480 38146 53290
6481 38146 53290
6482 38146 53290
6483 38146 53290
6484 38166 53276
6485 38166 53276
6486 38166 53276
6487 38166 53276
6488 38187 53261
6489 38187 53261
6490 38187 53261
6491 38187 53261
6492 38207 53246
6493 38207 53246
6494 38207 53246
6495 38207 53246
6496 38228 53232
6497 38228 53232
6498 38228 53232
6499 38228 53232
6500 38248 53217
6501 38248 53217
6502 38248 53217
6503 38248 53217
6504 38269 53202
6505 38269 53202
6506 38269 53202
6507 38269 53202
6508 38289 53188
6509 38289 53188
6510 38289 53188
6511 38289 53188
6512 38309 53173
6513 38309 53173
6514 38309 53173
6515 38309 53173
6516 38330 53158
6517 38330 53158
6518 38330 53158
6519 38330 53158
6520 38350 53144
6521 38350 53144
6522 38350 53144
6523 38350 53144
6524 38370 53129
6525 38370 53129
6526 38370 53129
6527 38370 53129
6528 38391 53114
6529 38391 53114
6530 38391 53114
6531 38391 53114
6532 38411 53099
6533 38411 53099
6534 38411 53099
6535 38411 53099
6536 38432 53085
6537 38432 53085
6538 38432 53085
6539 38432 53085
6540 38452 53070
6541 38452 53070
6542 38452 53070
6543 38452 53070
6544 38472 53055
6545 38472 53055
6546 38472 53055
6547 38472 53055
6548 38493 53040
6549 38493 53040
6550 38493 53040
6551 38493 53040
6552 38513 53026
6553 38513 53026
6554 38513 53026
6555 38513 53026
6556 38533 53011
6557 38533 53011
6558 38533 53011
6559 38533 53011
6560 38554 52996
6561 38554 52996
6562 38554 52996
6563 38554 52996
6564 38574 52981
6565 38574 52981
6566 38574 52981
6567 38574 52981
6568 38594 52967
6569 38594 52967
6570 38594 52967
6571 38594 52967
6572 38615 52952
6573 38615 52952
6574 38615 52952
6575 38615 52952
6576 38635 52937
6577 38635 52937
6578 38635 52937
6579 38635 52937
6580 38655 52922
6581 38655 52922
6582 38655 52922
6583 38655 52922
6584 38675 52907
6585 38675 52907
6586 38675 52907
6587 38675 52907
6588 38696 52892
6589 38696 52892
6590 38696 52892
6591 38696 52892
6592 38716 52878
6593 38716 52878
6594 38716 52878
6595 38716 52878
6596 38736 52863
6597 38736 52863
6598 38736 52863
6599 38736 52863
6600 38757 52848
6601 38757 52848
6602 38757 52848
6603 38757 52848
6604 38777 52833
6605 38777 52833
6606 38777 52833
6607 38777 52833
6608 38797 52818
6609 38797 52818
6610 38797 52818
6611 38797 52818
6612 38817 52803
6613 38817 52803
6614 38817 52803
6615 38817 52803
6616 38838 52788
6617 38838 52788
6618 38838 52788
6619 38838 52788
6620 38858 52773
6621 38858 52773
6622 38858 52773
6623 38858 52773
6624 38878 52759
6625 38878 52759
6626 38878 52759
6627 38878 52759
6628 38898 52744
6629 38898 52744
6630 38898 52744
6631 38898 52744
6632 38919 52729
6633 38919 52729
6634 38919 52729
6635 38919 52729
6636 38939 52714
6637 38939 52714
6638 38939 52714
6639 38939 52714
6640 38959 52699
6641 38959 52699
6642 38959 52699
6643 38959 52699
6644 38979 52684
6645 38979 52684
6646 38979 52684
6647 38979 52684
6648 38999 52669
6649 38999 52669
6650 38999 52669
6651 38999 52669
6652 39020 52654
6653 39020 52654
6654 39020 52654
6655 39020 52654
6656 39040 52639
6657 39040 52639
6658 39040 52639
6659 39040 52639
6660 39060 52624
6661 39060 52624
6662 39060 52624
6663 39060 52624
6664 39080 52609
6665 39080 52609
6666 39080 52609
6667 39080 52609
6668 39100 52594
6669 39100 52594
6670 39100 52594
6671 39100 52594
6672 39120 52579
6673 39120 52579
6674 39120 52579
6675 39120 52579
6676 39141 52564
6677 39141 52564
6678 39141 52564
6679 39141 52564
6680 39161 52549
6681 39161 52549
6682 39161 52549
6683 39161 52549
6684 39181 52534
6685 39181 52534
6686 39181 52534
6687 39181 52534
6688 39201 52519
6689 39201 52519
6690 39201 52519
6691 39201 52519
6692 39221 52504
6693 39221 52504
6694 39221 52504
6695 39221 52504
6696 39241 52489
6697 39241 52489
6698 39241 52489
6699 39241 52489
6700 39261 52474
6701 39261 52474
6702 39261 52474
6703 39261 52474
6704 39282 52459
6705 39282 52459
6706 39282 52459
6707 39282 52459
6708 39302 52444
6709 39302 52444
6710 39302 52444
6711 39302 52444
6712 39322 52429
6713 39322 52429
6714 39322 52429
6715 39322 52429
6716 39342 52414
6717 39342 52414
6718 39342 52414
6719 39342 52414
6720 39362 52398
6721 39362 52398
6722 39362 52398
6723 39362 52398
6724 39382 52383
6725 39382 52383
6726 39382 52383
6727 39382 52383
6728 39402 52368
6729 39402 52368
6730 39402 52368
6731 39402 52368
6732 39422 52353
6733 39422 52353
6734 39422 52353
6735 39422 52353
6736 39442 52338
6737 39442 52338
6738 39442 52338
6739 39442 52338
6740 39462 52323
6741 39462 52323
6742 39462 52323
6743 39462 52323
6744 39482 52308
6745 39482 52308
6746 39482 52308
6747 39482 52308
6748 39503 52293
6749 39503 52293
6750 39503 52293
6751 39503 52293
6752 39523 52277
6753 39523 52277
6754 39523 52277
6755 39523 52277
6756 39543 52262
6757 39543 52262
6758 39543 52262
6759 39543 52262
6760 39563 52247
6761 39563 52247
6762 39563 52247
6763 39563 52247
6764 39583 52232
6765 39583 52232
6766 39583 52232
6767 39583 52232
6768 39603 52217
6769 39603 52217
6770 39603 52217
6771 39603 52217
6772 39623 52202
6773 39623 52202
6774 39623 52202
6775 39623 52202
6776 39643 52186
6777 39643 52186
6778 39643 52186
6779 39643 52186
6780 39663 52171
6781 39663 52171
6782 39663 52171
6783 39663 52171
6784 39683 52156
6785 39683 52156
6786 39683 52156
6787 39683 52156
6788 39703 52141
6789 39703 52141
6790 39703 52141
6791 39703 52141
6792 39723 52126
6793 39723 52126
6794 39723 52126
6795 39723 52126
6796 39743 52110
6797 39743 52110
6798 39743 52110
6799 39743 52110
6800 39763 52095
6801 39763 52095
6802 39763 52095
6803 39763 52095
6804 39783 52080
6805 39783 52080
6806 39783 52080
6807 39783 52080
6808 39803 52065
6809 39803 52065
6810 39803 52065
6811 39803 52065
6812 39823 52049
6813 39823 52049
6814 39823 52049
6815 39823 52049
6816 39843 52034
6817 39843 52034
6818 39843 52034
6819 39843 52034
6820 39863 52019
6821 39863 52019
6822 39863 52019
6823 39863 52019
6824 39882 52003
6825 39882 52003
6826 39882 52003
6827 39882 52003
6828 39902 51988
6829 39902 51988
6830 39902 51988
6831 39902 51988
6832 39922 51973
6833 39922 51973
6834 39922 51973
6835 39922 51973
6836 39942 51957
6837 39942 51957
6838 39942 51957
6839 39942 51957
6840 39962 51942
6841 39962 51942
6842 39962 51942
6843 39962 51942
6844 39982 51927
6845 39982 51927
6846 39982 51927
6847 39982 51927
6848 40002 51911
6849 40002 51911
6850 40002 51911
6851 40002 51911
6852 40022 51896
6853 40022 51896
6854 40022 51896
6855 40022 51896
6856 40042 51881
6857 40042 51881
6858 40042 51881
6859 40042 51881
6860 40062 51865
6861 40062 51865
6862 40062 51865
6863 40062 51865
6864 40082 51850
6865 40082 51850
6866 40082 51850
6867 40082 51850
6868 40102 51835
6869 40102 51835
6870 40102 51835
6871 40102 51835
6872 40121 51819
6873 40121 51819
6874 40121 51819
6875 40121 51819
6876 40141 51804
6877 40141 51804
6878 40141 51804
6879 40141 51804
6880 40161 51789
6881 40161 51789
6882 40161 51789
6883 40161 51789
